"sum","season","state_id","election_id","candidate_name"
"729","Whole Year ","Goa",1479,"RUBERT PEREIRA"
"920","Summer     ","Kerala",2941,"NOTA"
"677","Rabi       ","Meghalaya",4727,"ZENITH M SANGMA"
"655","Summer     ","Kerala",3056,"NOTA"
"654","Autumn     ","Kerala",2921,"VAYALAR RAJEEVAN"
"919","Autumn     ","Kerala",3004,"JOSE SARANATH"
"656","Winter     ","Kerala",3016,"CHANDRABOSE P"
"920","Summer     ","Kerala",3084,"HAMZA KADAVANDI"
"919","Autumn     ","Kerala",3067,"NOTA"
"655","Summer     ","Kerala",3077,"DR. M.P ABDUSSAMAD SAMADANI"
"919","Autumn     ","Kerala",2967,"ADV. SANGEETHA VISWANATHAN"
"655","Summer     ","Kerala",2979,"JOY JOHN PATTAR MADATHIL"
"655","Summer     ","Kerala",2973,"K. SUDHAKARAN"
